No.,SMILES,HDAC6 activity,Applicability domain (AD),"Experimental value, pIC50",Standard deviation,Chemble ID
8833,NC(=O)N(O)CCC#CC1CCC(COc2ccc(F)cc2)O1,unreliable prediction,Outside AD,-,-,-
8834,c1ccc(C2CC2)c(OCC2=NCCN2)c1,unreliable prediction,Outside AD,-,-,-
8835,Cn1cnc2c1c(=O)[nH]c(=O)n2C,unreliable prediction,Outside AD,-,-,-
8836,CN1C(=O)CCC1(C)C,unreliable prediction,Outside AD,-,-,-
8837,N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8838,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,unreliable prediction,Outside AD,-,-,-
8839,C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,unreliable prediction,Outside AD,-,-,-
8840,CCCCCCCNC=O,unreliable prediction,Outside AD,-,-,-
8841,O=C1NCc2c(-c3ccc(F)cc3F)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl,Active,Inside AD,-,-,-
8842,O=C(O)Cc1ccc([N+](=O)[O-])cc1,unreliable prediction,Outside AD,-,-,-
8843,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,unreliable prediction,Outside AD,-,-,-
8844,On1ccccc1=S,unreliable prediction,Outside AD,-,-,-
8845,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,unreliable prediction,Outside AD,-,-,-
8846,CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC,unreliable prediction,Outside AD,-,-,-
8847,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,unreliable prediction,Outside AD,-,-,-
8848,O=Cc1ccccc1OP(=O)(O)OCC1CCCCC1,unreliable prediction,Outside AD,-,-,-
8849,CC(C)N1CC2CC1CN2c1ccc(Nc2ncc(-c3coc(C(N)=O)c3)n3ncnc23)cc1,Active,Inside AD,-,-,-
8850,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,unreliable prediction,Outside AD,-,-,-
8851,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,Inactive,Inside AD,-,-,-
8852,COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,Inactive,Inside AD,-,-,-
8853,O=C(O)CCCCC1SCC2NC(=O)NC21,unreliable prediction,Outside AD,-,-,-
8854,O=C(O)CCCCC1SCC2NC(=O)NC21,unreliable prediction,Outside AD,-,-,-
8855,CC(C)N(CCC(c1ccccc1)c1ccccc1)C(C)C,unreliable prediction,Outside AD,-,-,-
8856,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,unreliable prediction,Outside AD,-,-,-
8857,O=P(O)(O)CC1OC(COP(=O)(O)O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
8858,NCC1CN(c2c(-c3ccccc3)cnc3n[nH]cc23)CCO1,Active,Inside AD,-,-,-
8859,[H]N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccn4)ccc3n2C)cc1,Inactive,Inside AD,-,-,-
8860,CCCC(=O)OCC(COP(O)(O)(O)O)OC(=O)CCC,unreliable prediction,Outside AD,-,-,-
8861,O=C(O)C(Cc1ccccc1)N(Cc1ccc(-c2cc3ccccc3o2)s1)C(=O)c1ccc(Cl)cc1Cl,Inactive,Inside AD,-,-,-
8862,CN(CC(=O)Nc1nc2ccc(OC(F)(F)F)cc2s1)C(=O)CNC(=O)CN,unreliable prediction,Outside AD,-,-,-
8863,CC(NC(=O)CCC(F)(F)F)C(=O)NC1C(=O)N(CCO)c2ncccc2-c2ccccc21,Inactive,Inside AD,-,-,-
8864,CC(C)CC(C(=O)NCC(O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,unreliable prediction,Outside AD,-,-,-
8865,CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,Inactive,Inside AD,-,-,-
8866,O=P(O)(O)OCC(O)C(O)CCO,unreliable prediction,Outside AD,-,-,-
8867,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,Inactive,Inside AD,-,-,-
8868,Oc1ccccc1O,unreliable prediction,Outside AD,-,-,-
8869,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,unreliable prediction,Outside AD,-,-,-
8870,COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,unreliable prediction,Outside AD,-,-,-
8871,Cc1ccc(O)cc1C,unreliable prediction,Outside AD,-,-,-
8872,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Inactive,Inside AD,-,-,-
8873,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,unreliable prediction,Outside AD,-,-,-
8874,Nc1ccc2[nH]c(N)nc(=O)c2c1,unreliable prediction,Outside AD,-,-,-
8875,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8876,Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,unreliable prediction,Outside AD,-,-,-
8877,CCCCCCC(CCC)C(=O)O,unreliable prediction,Outside AD,-,-,-
8878,O=C(NNC(=O)C1CCC2CN1C(=O)N2OS(=O)(=O)O)C1CCCNC1,unreliable prediction,Outside AD,-,-,-
8879,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,unreliable prediction,Outside AD,-,-,-
8880,C[S+](C)CCC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
8881,O=C(NC(Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,Inactive,Inside AD,-,-,-
8882,Nc1ncc(C(=O)c2cccc(Br)c2)o1,unreliable prediction,Outside AD,-,-,-
8883,COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,Inactive,Inside AD,-,-,-
8884,[H]N=C(NCCCC(N)C(=O)O)N(C)C,unreliable prediction,Outside AD,-,-,-
8885,O=C(O)c1ccccc1NN=C1C=CC(=O)c2ccccc21,unreliable prediction,Outside AD,-,-,-
8886,Cc1cccc2c1C(=O)N(c1ccnc(Cl)c1)C2=O,unreliable prediction,Outside AD,-,-,-
8887,Cc1cc(COc2ccc(C3(C)CCN(C(C)C(=O)NO)C3=O)cc2)c2ccccc2n1,Inactive,Inside AD,-,-,-
8888,NC1CC(=O)NC1=O,unreliable prediction,Outside AD,-,-,-
8889,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,unreliable prediction,Outside AD,-,-,-
8890,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,unreliable prediction,Outside AD,-,-,-
8891,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(OP(=O)(O)O)C1CC1,Inactive,Inside AD,-,-,-
8892,NC(CC(Cc1ccc2ccccc2c1)C(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
8893,C=CCN(C)CC=CCOc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C,Inactive,Inside AD,-,-,-
8894,O=C(O)CNC(=O)Cc1c[nH]c2ccccc12,unreliable prediction,Outside AD,-,-,-
8895,CNc1cccc(NC(=O)NC2N=C(c3ccccn3)c3ccccc3N(CC(=O)C(C)(C)C)C2=O)c1,Inactive,Inside AD,-,-,-
8896,COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,unreliable prediction,Outside AD,-,-,-
8897,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,unreliable prediction,Outside AD,-,-,-
8898,NC(=O)C(N)CS,unreliable prediction,Outside AD,-,-,-
8899,CCCCCC=CCC=CC=CC=CC(SCC(N)C(=O)NCC(=O)O)C(O)CCCC(=O)O,unreliable prediction,Outside AD,-,-,-
8900,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Inactive,Inside AD,-,-,-
8901,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,Inactive,Inside AD,-,-,-
8902,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,Active,Inside AD,-,-,-
8903,CCC(COc1ccccc1)OP(C)(=O)Cl,unreliable prediction,Outside AD,-,-,-
8904,CCC(COc1ccccc1)OP(C)(=O)Cl,unreliable prediction,Outside AD,-,-,-
8905,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,Inactive,Inside AD,-,-,-
8906,O=C1CCCO1,unreliable prediction,Outside AD,-,-,-
8907,CNC(C)C(=O)c1ccc(C)cc1,unreliable prediction,Outside AD,-,-,-
8908,O=CCP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8909,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,Inactive,Inside AD,-,-,-
8910,[H]N=C(N)c1cc2c(I)cccc2s1,unreliable prediction,Outside AD,-,-,-
8911,[H]N=C(N)SCCc1cccc(CCSC(N)=N[H])c1,unreliable prediction,Outside AD,-,-,-
8912,O=C(O)c1cccnc1Nc1ccc(Cl)cc1,unreliable prediction,Outside AD,-,-,-
8913,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,unreliable prediction,Outside AD,-,-,-
8914,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,unreliable prediction,Outside AD,-,-,-
8915,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Inactive,Inside AD,-,-,-
8916,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,unreliable prediction,Outside AD,-,-,-
8917,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,Inactive,Inside AD,-,-,-
8918,Clc1c[nH]c2ncnc(N3CCc4nc[nH]c4C3)c12,Active,Inside AD,-,-,-
8919,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,unreliable prediction,Outside AD,-,-,-
8920,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,unreliable prediction,Outside AD,-,-,-
8921,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,unreliable prediction,Outside AD,-,-,-
8922,CC(C)(NC(=O)OC1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1,unreliable prediction,Outside AD,-,-,-
8923,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,unreliable prediction,Outside AD,-,-,-
8924,CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,unreliable prediction,Outside AD,-,-,-
8925,CCCCC(CNNCC(CCCC)C(=O)NC(CCCCN)C(=O)Nc1ccccc1)C(=O)NC(CCCCN)C(=O)Nc1ccccc1,unreliable prediction,Outside AD,-,-,-
8926,COCCOCCOCCOC,unreliable prediction,Outside AD,-,-,-
8927,O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,unreliable prediction,Outside AD,-,-,-
8928,CC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,unreliable prediction,Outside AD,-,-,-
8929,COc1c(C(=O)NC2CCN3CCCC2C3)ccc(N)c1Cl,Inactive,Inside AD,-,-,-
8930,COc1nc(N)nc2c1ncn2C1OC(COP(=O)(NC(C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)C(O)C1(C)O,Inactive,Inside AD,-,-,-
8931,OC1CCC(C(O)CC2c3c(F)cccc3-c3cncn32)CC1,Inactive,Inside AD,-,-,-
8932,CC(Cn1ccnn1)(C(NC=CC=O)C(=O)O)S(=O)O,unreliable prediction,Outside AD,-,-,-
8933,OCC1OC(SC2OC(CO)C(O)C(n3cc(-c4cccc(F)c4)nn3)C2O)C(O)C(n2cc(-c3cccc(F)c3)nn2)C1O,Inactive,Inside AD,-,-,-
8934,O=C1NCC(I)C(=O)N1,unreliable prediction,Outside AD,-,-,-
8935,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,unreliable prediction,Outside AD,-,-,-
8936,O=C(O)C(O)CC(O)C(O)CO,unreliable prediction,Outside AD,-,-,-
8937,O=C(O)C(O)CC(O)C(O)CO,unreliable prediction,Outside AD,-,-,-
8938,Nc1ccccc1C(=O)CC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
8939,O=C(O)c1ccccc1O,unreliable prediction,Outside AD,-,-,-
8940,O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,Inactive,Inside AD,-,-,-
8941,[H]N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)C(N)CC)cc1,unreliable prediction,Outside AD,-,-,-
8942,[H]N=C(N)Nc1cccc(C(CS)C(=O)O)c1,unreliable prediction,Outside AD,-,-,-
8943,NC(CCSC(F)F)C(=O)O,unreliable prediction,Outside AD,-,-,-
8944,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,unreliable prediction,Outside AD,-,-,-
8945,C[N+](C)(C)CCOP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8946,CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,unreliable prediction,Outside AD,-,-,-
8947,OC1C(NCCC2CCCCN2)=NCC(Cl)N1CCNCc1csc2ccc(Cl)cc12,unreliable prediction,Outside AD,-,-,-
8948,O=C(O)C(O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8949,NCc1ccccc1-c1ccccc1,unreliable prediction,Outside AD,-,-,-
8950,CN1C(N)=NC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,Inactive,Inside AD,-,-,-
8951,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,unreliable prediction,Outside AD,-,-,-
8952,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,Inactive,Inside AD,-,-,-
8953,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(OC(=O)C=CC(=O)NC3C(=O)CCC3=O)C(C)C(C(C)C)O2)OC1=O,unreliable prediction,Outside AD,-,-,-
8954,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O,unreliable prediction,Outside AD,-,-,-
8955,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,unreliable prediction,Outside AD,-,-,-
8956,O=C(O)CCC(=O)c1ccccc1C(=O)O,unreliable prediction,Outside AD,-,-,-
8957,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1,unreliable prediction,Outside AD,-,-,-
8958,Cc1nc(=O)c2cccc(O)c2[nH]1,unreliable prediction,Outside AD,-,-,-
8959,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC43C)C12,unreliable prediction,Outside AD,-,-,-
8960,CC1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,unreliable prediction,Outside AD,-,-,-
8961,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,unreliable prediction,Outside AD,-,-,-
8962,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,unreliable prediction,Outside AD,-,-,-
8963,Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(CN)c21,Inactive,Inside AD,-,-,-
8964,C=NC1=NC2C(O)C(O)C(CO)C2O1,unreliable prediction,Outside AD,-,-,-
8965,CCCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)N(CCN3CCOCC3)C(C(=O)NO)C(C)C)cc2)cc1,unreliable prediction,Outside AD,-,-,-
8966,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC(=O)O,unreliable prediction,Outside AD,-,-,-
8967,NCC(=O)Nc1ccc(OCc2ccccc2)cc1,unreliable prediction,Outside AD,-,-,-
8968,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,Inactive,Inside AD,-,-,-
8969,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8970,CN1CCN(c2ccc(-c3cnc4[nH]cc(NC(=O)c5cccnc5)c4c3)cc2)CC1,Active,Inside AD,-,-,-
8971,COc1ccc2cccc(CCNC(C)=O)c2c1,unreliable prediction,Outside AD,-,-,-
8972,CC(O)(CBr)CCOP(=O)(O)OP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8973,CC(O)(CBr)CCOP(=O)(O)OP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8974,Nc1c(S(=O)(=O)O)cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S(=O)(=O)O)n3)c(S(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,Inactive,Inside AD,-,-,-
8975,[H]N=C1N=C(C(F)(F)F)N=CC1=C,unreliable prediction,Outside AD,-,-,-
8976,[H]N=C(N)NCCCCCC(=O)Oc1ccc(C(=O)OCC)cc1,unreliable prediction,Outside AD,-,-,-
8977,O=[N+]([O-])c1ccc(C2CO2)cc1,unreliable prediction,Outside AD,-,-,-
8978,O=[N+]([O-])c1ccc(C2CO2)cc1,unreliable prediction,Outside AD,-,-,-
8979,CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCCCC2,unreliable prediction,Outside AD,-,-,-
8980,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,unreliable prediction,Outside AD,-,-,-
8981,NCc1ccc(-c2cccs2)cc1,unreliable prediction,Outside AD,-,-,-
8982,Oc1cccc(-c2ccccc2)c1O,unreliable prediction,Outside AD,-,-,-
8983,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,Inactive,Inside AD,-,-,-
8984,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,Inactive,Inside AD,-,-,-
8985,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1C(=O)NO,unreliable prediction,Outside AD,-,-,-
8986,NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2,unreliable prediction,Outside AD,-,-,-
8987,N#CCNC(=O)C(CS(=O)(=O)Cc1ccccc1OC(F)F)OC(=O)N1CCOCC1,unreliable prediction,Outside AD,-,-,-
8988,CC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCN)B(O)O,unreliable prediction,Outside AD,-,-,-
8989,CCCOC(C)=O,unreliable prediction,Outside AD,-,-,-
8990,COC1C(O)OC(C)C(O)C1O,unreliable prediction,Outside AD,-,-,-
8991,COC1C(O)OC(C)C(O)C1O,unreliable prediction,Outside AD,-,-,-
8992,CSCC1NC(c2c[nH]c3c2NC=NC3N)C(O)C1O,Inactive,Inside AD,-,-,-
8993,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,unreliable prediction,Outside AD,-,-,-
8994,CC(CSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(=O)O,Inactive,Inside AD,-,-,-
8995,CCOCc1cc(OC)c(-c2ccc(CC(NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1,Inactive,Inside AD,-,-,-
8996,NC(CCSC(F)(F)F)C(=O)O,unreliable prediction,Outside AD,-,-,-
8997,CC(C)OP(=O)(OC(C)C)C(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OC(C)C)OC(C)C,unreliable prediction,Outside AD,-,-,-
8998,Nc1c2c(nc3ccccc13)CCCC2,unreliable prediction,Outside AD,-,-,-
8999,[H]N=C(N)NC(C(=O)NCC(=O)NC(C)C(=O)NCCCS)C1CCCCC1,unreliable prediction,Outside AD,-,-,-
9000,Cc1c(OC(=O)c2ccc(N)cc2)c(O)c2ccccc2c1O,unreliable prediction,Outside AD,-,-,-
9001,NC(CSC1CC(C(N)C(=O)O)ON1)C(=O)O,unreliable prediction,Outside AD,-,-,-
9002,CN(CC(O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,unreliable prediction,Outside AD,-,-,-
9003,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,unreliable prediction,Outside AD,-,-,-
9004,OCC1OC2(CC(c3ccccc3)=NO2)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
9005,Nc1c2c(nc3c1CCC3)CCCC2,unreliable prediction,Outside AD,-,-,-
9006,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,unreliable prediction,Outside AD,-,-,-
9007,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,unreliable prediction,Outside AD,-,-,-
9008,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,unreliable prediction,Outside AD,-,-,-
9009,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,Inactive,Inside AD,-,-,-
9010,CC1OC1P(=O)(O)O,unreliable prediction,Outside AD,-,-,-
9011,O=C(C=Cc1ccc(O)c(O)c1C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,unreliable prediction,Outside AD,-,-,-
9012,COc1cc(CCN)c(OC)cc1Br,unreliable prediction,Outside AD,-,-,-
9013,NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,unreliable prediction,Outside AD,-,-,-
9014,CC(=CS(=O)(=O)NC1CCN(C(C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,unreliable prediction,Outside AD,-,-,-
9015,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,unreliable prediction,Outside AD,-,-,-
9016,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,Inactive,Inside AD,-,-,-
9017,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,unreliable prediction,Outside AD,-,-,-
9018,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,unreliable prediction,Outside AD,-,-,-
9019,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO,unreliable prediction,Outside AD,-,-,-
9020,O=C(NC(CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,Inactive,Inside AD,-,-,-
9021,C1COCCN1,unreliable prediction,Outside AD,-,-,-
9022,COC(=O)c1cccnc1,unreliable prediction,Outside AD,-,-,-
9023,N=C(N=C(N)Nc1ccc(Cl)cc1)N1CCN(C(=N)N=C(N)Nc2ccc(Cl)cc2)CC1,unreliable prediction,Outside AD,-,-,-
9024,OB(O)c1cc2ccccc2s1,unreliable prediction,Outside AD,-,-,-
9025,CN(CC(=O)O)C(N)N,unreliable prediction,Outside AD,-,-,-
9026,Cn1nc(-c2cc(C(=O)O)c(Cl)cc2F)c(Br)c1C(F)(F)F,Inactive,Inside AD,-,-,-
9027,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,unreliable prediction,Outside AD,-,-,-
9028,O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1,Inactive,Inside AD,-,-,-
9029,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,unreliable prediction,Outside AD,-,-,-
9030,CN(C)C1CC(C(C)(C)CO)Nc2ccc([N+](=O)[O-])cc21,unreliable prediction,Outside AD,-,-,-
9031,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,unreliable prediction,Outside AD,-,-,-
9032,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,Inactive,Inside AD,-,-,-
9033,CC(=CC=CC(C)c1ccccn1)C1OC(=O)CC(O)CCC(C)(O)C(OC(=O)N2CCN(C)CC2)C=CC1C,unreliable prediction,Outside AD,-,-,-
9034,C=Cc1ccc(O)c(OC)c1,unreliable prediction,Outside AD,-,-,-
9035,CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1,unreliable prediction,Outside AD,-,-,-
9036,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1,Inactive,Inside AD,-,-,-
9037,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,unreliable prediction,Outside AD,-,-,-
9038,NC(=O)c1cncc(Br)c1,unreliable prediction,Outside AD,-,-,-
9039,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,unreliable prediction,Outside AD,-,-,-
9040,Cc1c(CN2CCN(C(=O)C(C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,Inactive,Inside AD,-,-,-
9041,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,unreliable prediction,Outside AD,-,-,-
9042,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,unreliable prediction,Outside AD,-,-,-
9043,[H]N=C(N)c1ccc2[nH]c(-c3ccccc3C)cc2c1,unreliable prediction,Outside AD,-,-,-
9044,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,Inactive,Inside AD,-,-,-
9045,CC(CN1CCOCC1)n1c(NC(N)=O)nc2cc(C=C3c4ccccc4COc4cc(F)ccc43)ccc21,Inactive,Inside AD,-,-,-
9046,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,Inactive,Inside AD,-,-,-
9047,CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,Inactive,Inside AD,-,-,-
9048,OCCCO,unreliable prediction,Outside AD,-,-,-
9049,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCOC)c(CC)c2[nH]1,Inactive,Inside AD,-,-,-
9050,OC1CSSCC1O,unreliable prediction,Outside AD,-,-,-
9051,OC1CSSCC1O,unreliable prediction,Outside AD,-,-,-
9052,CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,unreliable prediction,Outside AD,-,-,-
