No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
2919;CCCCCCCCC(=O)OC;unreliable prediction;Outside AD;-0;-0;-0;
2920;CNS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccccc32)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2921;[H]N=C(NCCCCC)NN=Cc1c[nH]c2ccc(OC)cc12;unreliable prediction;Outside AD;-0;-0;-0;
2922;Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2;unreliable prediction;Outside AD;-0;-0;-0;
2923;CCNC1C2CCC(C2)C1c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
2924;O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O;unreliable prediction;Outside AD;-0;-0;-0;
2925;COc1cc2c(cc1Cl)C(c1cccc(Br)c1)=NCC2;unreliable prediction;Outside AD;-0;-0;-0;
2926;CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2927;C=CC(C)=CC1(C)SC(=O)C(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
2928;O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;unreliable prediction;Outside AD;-0;-0;-0;
2929;Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21;unreliable prediction;Outside AD;-0;-0;-0;
2930;CCOC(=O)CSCCC1NC(C(=O)O)CS1;unreliable prediction;Outside AD;-0;-0;-0;
2931;CNC(=O)CCC(=O)NC(Cc1ccccc1)C(O)CN(CC1CC1)S(=O)(=O)c1ccco1;unreliable prediction;Outside AD;-0;-0;-0;
2932;O=S(=O)(O)c1cc(O)ccc1O;unreliable prediction;Outside AD;-0;-0;-0;
2933;C=C=CCNCCCCNCC=C=C;unreliable prediction;Outside AD;-0;-0;-0;
2934;CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O;unreliable prediction;Outside AD;-0;-0;-0;
2935;CCCCCCCCCCCCCCCOC(=O)CCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
2936;[H]N=C(N)c1ccc(-c2ccc(OCC3CC(CC(=O)O)C(=O)N3)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2937;Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1;unreliable prediction;Outside AD;-0;-0;-0;
2938;CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
2939;CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C;unreliable prediction;Outside AD;-0;-0;-0;
2940;COc1ccc2nc[nH]c2c1;unreliable prediction;Outside AD;-0;-0;-0;
2941;O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
2942;O=C1NC(O)C=CN1C1CC(O)C(COP(=O)(O)O)O1;unreliable prediction;Outside AD;-0;-0;-0;
2943;COc1cc(C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)cc(O)c1O;unreliable prediction;Outside AD;-0;-0;-0;
2944;Cc1[nH]ncc1-c1ccc(CCN)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2945;Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2946;CCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
2947;CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F;unreliable prediction;Outside AD;-0;-0;-0;
2948;CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
2949;CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)C5CCCN5C)cc(F)c4CC3CC12;unreliable prediction;Outside AD;-0;-0;-0;
2950;CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12;unreliable prediction;Outside AD;-0;-0;-0;
2951;CCCCCCCC(O)CC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2952;CCCCCCCCC=CCCCCCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(=O)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
2953;CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC;unreliable prediction;Outside AD;-0;-0;-0;
2954;O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
2955;C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C;unreliable prediction;Outside AD;-0;-0;-0;
2956;CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC1CCN(C#N)C1;unreliable prediction;Outside AD;-0;-0;-0;
2957;Cc1cc(C)cc(OCC2CNC(=O)O2)c1;unreliable prediction;Outside AD;-0;-0;-0;
2958;CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C;unreliable prediction;Outside AD;-0;-0;-0;
2959;CNC1(C)C2CCC(C2)C1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
2960;CNC1(C)C2CCC(C2)C1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
2961;O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1;unreliable prediction;Outside AD;-0;-0;-0;
2962;CCn1nccc1-c1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12;unreliable prediction;Outside AD;-0;-0;-0;
2963;CCCCCCCCCCCCCC(=O)OC1C(CC(=O)NO)COC(CO)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2964;O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2965;CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
2966;CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
2967;CC(C)CC(CC(O)C(N)CC1CCCCC1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2968;COc1cc(NC(C)CCCN)c2ncccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
2969;CC(C)NC(=O)CC1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
2970;[H]N=C(N)NC(=O)Cc1c(Cl)cccc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
2971;NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2972;O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
2973;CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
2974;Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1;see experimental value;-0;5.5516667;0.961;CHEMBL27759;
2975;CC(O)(COc1ccc([N+](=O)[O-])cc1)C(O)Nc1ccc(C#N)c(C(F)(F)F)c1;unreliable prediction;Outside AD;-0;-0;-0;
2976;Cc1cccc(C)c1NC(=O)C1CCCCN1C;unreliable prediction;Outside AD;-0;-0;-0;
2977;O=C(NO)NC(Cc1ccccc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2978;O=C(NO)NC(Cc1ccccc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2979;CC(=O)Oc1ccccc1C(=O)Oc1cccc(CO[N+](=O)[O-])c1;unreliable prediction;Outside AD;-0;-0;-0;
2980;[H]N=C(NCCCCCCCCCCCCCCNC(=N[H])SC)SC;unreliable prediction;Outside AD;-0;-0;-0;
2981;CCC(N)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
2982;O=C(O)CC1CCC(NC(=O)Cc2cccs2)B(O)O1;unreliable prediction;Outside AD;-0;-0;-0;
2983;CCCCCCC(C(C)O)n1cnc2c(N)ncnc21;unreliable prediction;Outside AD;-0;-0;-0;
2984;CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2985;CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1;unreliable prediction;Outside AD;-0;-0;-0;
2986;O=C1NC(=O)C(c2ccccc2)(N2CCC(CCO)CC2)C(=O)N1;unreliable prediction;Outside AD;-0;-0;-0;
2987;CCCCCCCCCCCCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2988;NC(=O)c1cnccn1;unreliable prediction;Outside AD;-0;-0;-0;
2989;CC(C)CCOP(=O)(O)OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
2990;O=[N+]([O-])c1ccc(-c2cc[nH]n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2991;Nc1ncnc2c1C(I)NN2C1OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2992;c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2993;O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2994;CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
2995;CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(S(N)(=O)=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
2996;CCCCNS(=O)(=O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
2997;CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[PH](=O)O;unreliable prediction;Outside AD;-0;-0;-0;
2998;CNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
2999;O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I;unreliable prediction;Outside AD;-0;-0;-0;
3000;CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC;unreliable prediction;Outside AD;-0;-0;-0;
3001;Cc1ncc([N+](=O)[O-])n1CC(O)CCl;unreliable prediction;Outside AD;-0;-0;-0;
3002;NC(=O)NC(Cc1ccccc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
3003;CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3004;NC(CCSCC1OC(O)C(O)C1O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
3005;Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
3006;Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
3007;Nc1nc(=O)c2cc3[nH]c(NCc4cccs4)nc3cc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3008;Cc1ccc(NNC(=O)C(O)C(N)CC2CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3009;O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
3010;O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;unreliable prediction;Outside AD;-0;-0;-0;
3011;COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
3012;CC(Cc1ccccc1)NCCC#N;unreliable prediction;Outside AD;-0;-0;-0;
3013;CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1;unreliable prediction;Outside AD;-0;-0;-0;
3014;CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
3015;CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
3016;C#CCNC(Cc1ccc(O)c2ncccc12)C(=O)OCC;unreliable prediction;Outside AD;-0;-0;-0;
3017;O=c1nc(OCC2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2;unreliable prediction;Outside AD;-0;-0;-0;
3018;CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O;unreliable prediction;Outside AD;-0;-0;-0;
3019;CC(C)(C)CC(=O)ON=Cc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3020;CCCC(=Cc1ccc(-c2cccc(C(=O)O)c2)o1)[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
3021;CCCCCCCCS(=O)CCO;unreliable prediction;Outside AD;-0;-0;-0;
3022;N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc3c2)c(F)c1;unreliable prediction;Outside AD;-0;-0;-0;
3023;[H]N=C(N)c1ccc(NCc2nc3cc(Cn4c(C)nc5ccccc54)ccc3n2C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3024;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
3025;COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3026;CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1;unreliable prediction;Outside AD;-0;-0;-0;
3027;CCNc1nc(NC(C)(C)C)nc(SC)n1;unreliable prediction;Outside AD;-0;-0;-0;
3028;CCN(CC)c1nc(=NN)nc(N(CC)CC)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3029;CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
3030;Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3031;CN1CCC(C#N)(NC(=O)C(CC2CCCCC2)NC(=O)N2CCOCC2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
3032;Cc1cc(C(C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1;unreliable prediction;Outside AD;-0;-0;-0;
3033;CCN(C)C(C)C(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3034;COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
3035;CN1C(=O)OC(C)(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
3036;O=c1cc[nH]c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3037;O=C(c1ccccc1)C(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3038;CNC1CCN(c2cc(NCC3CC3)nc(N)n2)C1;unreliable prediction;Outside AD;-0;-0;-0;
3039;CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C;unreliable prediction;Outside AD;-0;-0;-0;
3040;CC(C)NC(C)Cc1ccc(I)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3041;CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
3042;C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC;unreliable prediction;Outside AD;-0;-0;-0;
3043;[H]N=C(N)c1cccc(CC(NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)C(=O)N2CCN(C(=O)OCC)CC2)c1;unreliable prediction;Outside AD;-0;-0;-0;
3044;CC(=O)C(N)COCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3045;CC1CC=NC1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
3046;Oc1ccccc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
3047;Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCCCCc1cnnn1CCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
3048;Cc1ccc(=O)n(-c2ccccc2)c1;unreliable prediction;Outside AD;-0;-0;-0;
3049;Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3050;CC(C)NC(=N)N=C(N)Nc1ccc(Cl)c(Cl)c1;unreliable prediction;Outside AD;-0;-0;-0;
3051;NC(=O)CC1CCCc2sc3[nH]c(C(=O)NCc4ccc5c(c4)NC(=O)CO5)nc(=O)c3c21;unreliable prediction;Outside AD;-0;-0;-0;
3052;O=C(O)CSc1nnc(-c2ccc([N+](=O)[O-])o2)o1;unreliable prediction;Outside AD;-0;-0;-0;
3053;Nc1ncnc2c1ncn2C1OC(CO)C(NC(=O)C(N)CO)C1O;unreliable prediction;Outside AD;-0;-0;-0;
3054;NC(C(=O)O)C(O)c1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
3055;NCCCCC(NC(=O)C(Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
3056;CNCCC(Oc1ccccc1OC)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3057;COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
3058;c1cc(-c2nc3c4c(ncc3[nH]2)CCOC4)no1;unreliable prediction;Outside AD;-0;-0;-0;
3059;Cc1cccnc1;unreliable prediction;Outside AD;-0;-0;-0;
3060;CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C;unreliable prediction;Outside AD;-0;-0;-0;
3061;CCCC(=O)NC1C(=NOC(=O)Nc2ccccc2)OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
3062;Cc1ccc(S(=O)(=O)NCCCOC(=O)Nc2ccncc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3063;COCCc1ccc(OCC(O)CNC(C)C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3064;C1CN1c1nc(N2CC2)nc(N2CC2)n1;unreliable prediction;Outside AD;-0;-0;-0;
3065;COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)N)C(C)C)C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
3066;CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1;unreliable prediction;Outside AD;-0;-0;-0;
3067;[H]N=C(NCCCC(N)C(=O)NC1CNC(C(N)=O)C1)N[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
3068;C=CCC1(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1;unreliable prediction;Outside AD;-0;-0;-0;
3069;CCCC(C)C1(CC)C(=O)NC(=S)NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
3070;C=C(N)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
3071;COCC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I;unreliable prediction;Outside AD;-0;-0;-0;
3072;CC1CC(C)CN(C(=O)c2cc(Br)ccc2N)C1;unreliable prediction;Outside AD;-0;-0;-0;
3073;CN(C)C(=O)CCn1nc(Nc2ccc3c(c2)OC(F)(F)O3)nc1-c1ccncc1;unreliable prediction;Outside AD;-0;-0;-0;
3074;Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3075;CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
3076;CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(OC3=CCCC3)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
3077;CC1CC(CN)(CC(=O)O)CC1C;unreliable prediction;Outside AD;-0;-0;-0;
3078;CCCCOC(=O)c1ccc(N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3079;CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
3080;CC(=O)OC1CCC2C3C(C)CC4=CC(=O)CCC4C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
3081;CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12;unreliable prediction;Outside AD;-0;-0;-0;
3082;CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12;unreliable prediction;Outside AD;-0;-0;-0;
3083;Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O;unreliable prediction;Outside AD;-0;-0;-0;
3084;CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21;unreliable prediction;Outside AD;-0;-0;-0;
3085;CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3086;Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1;unreliable prediction;Outside AD;-0;-0;-0;
3087;Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3088;CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1;unreliable prediction;Outside AD;-0;-0;-0;
3089;CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
3090;OCc1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
3091;Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O;unreliable prediction;Outside AD;-0;-0;-0;
3092;CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2;unreliable prediction;Outside AD;-0;-0;-0;
3093;Cc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3094;C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12;unreliable prediction;Outside AD;-0;-0;-0;
3095;CC1CN(C(=O)C(C)(O)C(F)(F)F)C(C)CN1C(=O)c1ccc(C#N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3096;C=CCN1C(=O)N(CC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3097;O=c1nc[nH]c2c(C3NC(CO)C(O)C3O)c[nH]c12;unreliable prediction;Outside AD;-0;-0;-0;
3098;O=C(Nc1cc(C2CCCN2)n[nH]1)Nc1cccc2c1C1CCCN1C2=O;unreliable prediction;Outside AD;-0;-0;-0;
3099;[H]N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3100;CCOC(=O)CCCCCCCCC(C)c1ccccc1I;unreliable prediction;Outside AD;-0;-0;-0;
3101;CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3C(C)CC21C;unreliable prediction;Outside AD;-0;-0;-0;
3102;NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1;unreliable prediction;Outside AD;-0;-0;-0;
3103;NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1;unreliable prediction;Outside AD;-0;-0;-0;
3104;N#Cc1cnn2c(NCCc3cnc[nH]3)nc(Nc3ccccc3)nc12;unreliable prediction;Outside AD;-0;-0;-0;
3105;CC(=O)NC1NCC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
3106;Cc1ccc2c(c1)c1c3n2CCNC3CCC1;unreliable prediction;Outside AD;-0;-0;-0;
3107;[H]N=C(N)NC(=O)c1ccc(C(C)C)c(S(C)(=O)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
3108;CC1CN(Cc2ncccn2)CC1c1nc(=O)c2cnn(C3CCOCC3)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3109;O=C(O)C(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3110;O=C(O)C(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3111;O=C(O)C(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
3112;Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
3113;Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1;unreliable prediction;Outside AD;-0;-0;-0;
3114;CCCC(Nc1c(Cc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1;unreliable prediction;Outside AD;-0;-0;-0;
3115;Nc1nc(=O)c2nn(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
3116;NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3117;CCOCCOCCOCCOCCOCCOCC;unreliable prediction;Outside AD;-0;-0;-0;
3118;O=[N+]([O-])c1ccc(SC2OC(CO)C(O)C(O)C2O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
3119;CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O;unreliable prediction;Outside AD;-0;-0;-0;
3120;O=C(O)COC(=O)c1cc2ccccc2c2c1S(=O)(=O)N(CC(=O)O)C2=O;unreliable prediction;Outside AD;-0;-0;-0;
3121;O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2;unreliable prediction;Outside AD;-0;-0;-0;
3122;COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
3123;CCN1c2ccccc2CCc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
3124;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
